Date;Open*;High;Low;Close**;Volume;Market Cap
Feb 24, 2019;4.145,46;4.210,64;3.793,71;3.810,43;10.794.227.451;66.897.483.404
Feb 23, 2019;3.998,92;4.166,29;3.968,73;4.142,53;8.922.258.316;72.720.867.208
Feb 22, 2019;3.952,41;4.006,54;3.950,82;4.005,53;7.826.525.254;70.308.555.857
Feb 21, 2019;4.000,26;4.010,01;3.940,11;3.954,12;7.775.128.102;69.398.333.876
Feb 20, 2019;3.946,68;4.000,49;3.926,25;3.999,82;8.693.373.948;70.194.350.042
Feb 19, 2019;3.911,66;4.010,88;3.908,15;3.947,09;9.933.626.655;69.262.673.238
Feb 18, 2019;3.671,37;3.936,67;3.669,98;3.915,71;9.908.216.640;68.704.389.994
Feb 17, 2019;3.633,36;3.680,54;3.619,18;3.673,84;7.039.512.503;64.453.368.779
Feb 16, 2019;3.615,27;3.652,84;3.615,27;3.629,79;5.934.744.052;63.673.369.195
Feb 15, 2019;3.617,37;3.647,80;3.608,21;3.620,81;6.091.952.231;63.509.111.125
Feb 14, 2019;3.631,17;3.646,26;3.607,70;3.616,88;6.271.044.418;63.434.486.052
Feb 13, 2019;3.653,60;3.669,75;3.617,25;3.632,07;6.438.903.823;63.694.394.519
Feb 12, 2019;3.642,75;3.668,59;3.618,56;3.653,53;6.480.384.532;64.063.755.250
Feb 11, 2019;3.695,61;3.695,61;3.642,29;3.648,43;6.277.056.434;63.968.390.250
Feb 10, 2019;3.673,20;3.695,04;3.640,98;3.690,19;6.282.256.903;64.694.025.951
Feb 09, 2019;3.671,59;3.679,94;3.646,56;3.671,20;6.158.833.645;64.354.732.475
Feb 08, 2019;3.401,38;3.695,61;3.391,02;3.666,78;7.735.623.101;64.270.269.953
Feb 07, 2019;3.414,93;3.427,95;3.394,22;3.399,47;5.004.962.683;59.578.075.991
Feb 06, 2019;3.469,09;3.469,09;3.398,57;3.413,77;5.482.196.038;59.821.158.612
Feb 05, 2019;3.454,95;3.478,15;3.451,94;3.466,36;5.227.549.545;60.735.563.490
Feb 04, 2019;3.467,21;3.476,22;3.442,59;3.459,15;5.332.718.886;60.603.083.461
Feb 03, 2019;3.516,14;3.521,39;3.447,92;3.464,01;5.043.937.584;60.681.847.608
Feb 02, 2019;3.484,63;3.523,29;3.467,57;3.521,06;5.071.623.601;61.675.119.055
Feb 01, 2019;3.460,55;3.501,95;3.431,59;3.487,95;5.422.926.707;61.088.747.491
Jan 31, 2019;3.485,41;3.504,80;3.447,92;3.457,79;5.831.198.271;60.553.903.927
Jan 30, 2019;3.443,90;3.495,17;3.429,39;3.486,18;5.955.112.627;61.044.262.622
Jan 29, 2019;3.468,87;3.476,07;3.400,82;3.448,12;5.897.159.493;60.371.874.099
Jan 28, 2019;3.584,28;3.586,75;3.439,23;3.470,45;6.908.930.483;60.756.570.314
Jan 27, 2019;3.604,69;3.612,67;3.567,25;3.583,97;5.570.752.966;62.737.274.093
Jan 26, 2019;3.599,72;3.654,93;3.593,35;3.602,46;5.098.183.235;63.054.898.963
Jan 25, 2019;3.607,39;3.612,93;3.575,60;3.599,77;5.265.847.539;63.000.985.908
Jan 24, 2019;3.584,50;3.616,09;3.569,09;3.600,87;5.262.869.046;63.014.066.012
Jan 23, 2019;3.605,56;3.623,07;3.565,31;3.585,12;5.433.755.649;62.731.361.272
Jan 22, 2019;3.575,08;3.620,75;3.539,72;3.604,58;5.313.623.556;63.065.139.424
Jan 21, 2019;3.600,37;3.608,84;3.558,54;3.576,03;5.004.347.059;62.559.869.612
Jan 20, 2019;3.725,45;3.743,39;3.583,02;3.601,01;5.582.489.560;62.990.143.284
Jan 19, 2019;3.652,38;3.758,53;3.652,38;3.728,57;5.955.691.380;65.214.103.659
Jan 18, 2019;3.677,99;3.682,52;3.637,08;3.657,84;5.002.961.727;63.970.991.867
Jan 17, 2019;3.651,87;3.680,14;3.621,96;3.678,56;5.464.420.383;64.327.048.255
Jan 16, 2019;3.631,51;3.685,78;3.624,67;3.655,01;5.394.457.145;63.909.348.776
Jan 15, 2019;3.704,22;3.720,15;3.619,95;3.630,68;5.537.192.302;63.477.817.959
Jan 14, 2019;3.557,31;3.727,84;3.552,29;3.706,05;5.651.384.490;64.789.619.995
Jan 13, 2019;3.658,87;3.674,76;3.544,93;3.552,95;4.681.302.466;62.106.461.671
Jan 12, 2019;3.686,97;3.698,98;3.653,81;3.661,30;4.778.170.883;63.994.140.882
Jan 11, 2019;3.674,02;3.713,88;3.653,07;3.687,37;5.538.712.865;64.443.301.117
Jan 10, 2019;4.034,41;4.064,07;3.659,17;3.678,92;6.874.143.796;64.288.932.886
Jan 09, 2019;4.031,55;4.068,40;4.022,66;4.035,30;5.115.905.225;70.508.733.459
Jan 08, 2019;4.028,47;4.109,02;3.996,96;4.030,85;5.306.593.305;70.422.743.854
Jan 07, 2019;4.078,59;4.092,61;4.020,89;4.025,25;5.228.625.637;70.316.305.580
Jan 06, 2019;3.836,52;4.093,30;3.826,51;4.076,63;5.597.027.440;71.206.795.853
Jan 05, 2019;3.851,97;3.904,90;3.836,90;3.845,19;5.137.609.824;67.157.570.935
Jan 04, 2019;3.832,04;3.865,93;3.783,85;3.857,72;4.847.965.467;67.368.333.500
Jan 03, 2019;3.931,05;3.935,69;3.826,22;3.836,74;4.530.215.219;66.994.920.903
Jan 02, 2019;3.849,22;3.947,98;3.817,41;3.943,41;5.244.856.836;68.849.856.732
Jan 01, 2019;3.746,71;3.850,91;3.707,23;3.843,52;4.324.200.990;67.098.634.181
Dec 31, 2018;3.866,84;3.868,74;3.725,87;3.742,70;4.661.840.806;65.331.499.158
Dec 30, 2018;3.822,38;3.901,91;3.797,22;3.865,95;4.770.578.575;67.475.512.827
Dec 29, 2018;3.932,49;3.963,76;3.820,41;3.820,41;4.991.655.917;66.672.244.158
Dec 28, 2018;3.653,13;3.956,14;3.642,63;3.923,92;5.631.554.348;68.471.837.969
Dec 27, 2018;3.854,69;3.874,42;3.645,45;3.654,83;5.130.222.366;63.768.757.101
Dec 26, 2018;3.819,67;3.893,36;3.769,86;3.857,30;5.326.547.918;67.292.819.465
Dec 25, 2018;4.081,03;4.089,56;3.760,02;3.815,49;6.158.207.293;66.556.033.172
Dec 24, 2018;4.000,33;4.271,79;4.000,33;4.078,60;7.240.968.501;71.137.548.589
Dec 23, 2018;4.020,99;4.085,72;3.976,41;3.998,98;6.151.275.490;69.741.217.417
Dec 22, 2018;3.898,08;4.014,18;3.855,74;4.014,18;5.605.823.233;69.997.508.295
Dec 21, 2018;4.133,70;4.198,43;3.850,95;3.896,54;7.206.015.706;67.937.650.255
Dec 20, 2018;3.742,20;4.191,23;3.728,97;4.134,44;8.927.129.279;72.078.243.771
Dec 19, 2018;3.706,82;3.949,32;3.687,23;3.745,95;6.810.689.119;65.299.132.785
Dec 18, 2018;3.544,76;3.701,35;3.487,17;3.696,06;5.911.325.473;64.422.587.801
Dec 17, 2018;3.253,12;3.597,92;3.253,12;3.545,86;5.409.247.918;61.798.926.687
Dec 16, 2018;3.236,27;3.305,75;3.233,82;3.252,84;3.744.248.994;56.685.436.644
Dec 15, 2018;3.244,00;3.275,38;3.191,30;3.236,76;3.551.763.561;56.400.691.425
Dec 14, 2018;3.311,75;3.329,56;3.206,54;3.242,48;4.372.763.663;56.494.379.457
Dec 13, 2018;3.487,88;3.489,74;3.298,13;3.313,68;4.343.372.456;57.728.688.216
Dec 12, 2018;3.421,46;3.534,23;3.413,48;3.486,95;4.139.364.829;60.741.625.426
Dec 11, 2018;3.497,55;3.513,18;3.392,25;3.424,59;4.696.765.188;59.650.201.102
Dec 10, 2018;3.612,05;3.647,33;3.470,14;3.502,66;5.020.968.740;61.004.445.982
Dec 09, 2018;3.473,23;3.685,31;3.469,09;3.614,23;4.947.372.847;62.942.160.928
Dec 08, 2018;3.421,91;3.506,04;3.350,65;3.476,11;5.305.024.497;60.531.278.392
Dec 07, 2018;3.512,59;3.512,59;3.280,23;3.419,94;6.835.615.448;59.547.645.578
Dec 06, 2018;3.754,07;3.874,97;3.521,10;3.521,10;5.878.333.109;61.303.965.508
Dec 05, 2018;3.958,89;3.969,54;3.753,99;3.753,99;5.302.481.574;65.352.496.336
Dec 04, 2018;3.886,29;4.075,63;3.832,75;3.956,89;5.028.069.239;68.878.292.608
Dec 03, 2018;4.147,32;4.155,98;3.840,45;3.894,13;5.089.570.994;67.779.050.170
Dec 02, 2018;4.200,73;4.301,52;4.110,98;4.139,88;5.262.697.895;72.050.487.506
Dec 01, 2018;4.024,46;4.309,38;3.969,71;4.214,67;5.375.314.093;73.346.194.969
Nov 30, 2018;4.289,09;4.322,98;3.942,82;4.017,27;6.048.016.717;69.904.637.061
Nov 29, 2018;4.269,00;4.413,02;4.145,77;4.278,85;6.503.347.767;74.451.016.927
Nov 28, 2018;3.822,47;4.385,90;3.822,47;4.257,42;7.280.280.000;74.072.560.088
Nov 27, 2018;3.765,95;3.862,96;3.661,01;3.820,72;5.998.720.000;66.468.970.322
Nov 26, 2018;4.015,07;4.107,14;3.643,92;3.779,13;6.476.900.000;65.739.289.046
Nov 25, 2018;3.880,78;4.120,87;3.585,06;4.009,97;6.825.640.000;69.749.265.801
Nov 24, 2018;4.347,69;4.413,09;3.795,16;3.880,76;4.679.500.000;67.495.633.205
Nov 23, 2018;4.360,70;4.396,42;4.195,68;4.347,11;4.871.490.000;75.598.851.166
Nov 22, 2018;4.611,57;4.629,64;4.365,64;4.365,94;4.569.370.000;75.919.439.809
Nov 21, 2018;4.465,54;4.675,73;4.343,98;4.602,17;6.120.120.000;80.020.171.047
Nov 20, 2018;4.863,93;4.951,61;4.272,11;4.451,87;8.428.290.000;77.401.044.320
Nov 19, 2018;5.620,78;5.620,78;4.842,91;4.871,49;7.039.560.000;84.688.539.692
Nov 18, 2018;5.559,74;5.653,61;5.559,74;5.623,54;4.159.680.000;97.753.714.643
Nov 17, 2018;5.578,58;5.578,58;5.519,56;5.554,33;4.303.150.000;96.542.098.114
Nov 16, 2018;5.645,32;5.657,02;5.498,94;5.575,55;5.279.320.000;96.900.828.780
Nov 15, 2018;5.736,15;5.774,82;5.358,38;5.648,03;7.032.140.000;98.151.606.541
Nov 14, 2018;6.351,24;6.371,55;5.544,09;5.738,35;7.398.940.000;99.712.077.259
Nov 13, 2018;6.373,19;6.395,27;6.342,67;6.359,49;4.503.800.000;110.494.466.204
Nov 12, 2018;6.411,76;6.434,21;6.360,47;6.371,27;4.295.770.000;110.689.666.528
Nov 11, 2018;6.413,63;6.423,25;6.350,17;6.411,27;3.939.060.000;111.373.453.740
Nov 10, 2018;6.386,13;6.437,28;6.385,31;6.409,22;3.705.320.000;111.326.145.314
Nov 09, 2018;6.442,60;6.456,46;6.373,37;6.385,62;4.346.820.000;110.905.767.441
Nov 08, 2018;6.522,27;6.536,92;6.438,53;6.453,72;4.665.260.000;112.078.367.037
Nov 07, 2018;6.468,50;6.552,16;6.468,31;6.530,14;4.941.260.000;113.395.632.955
Nov 06, 2018;6.433,38;6.463,55;6.408,16;6.461,01;4.700.040.000;112.095.603.776
Nov 05, 2018;6.363,62;6.480,59;6.363,62;6.419,66;4.174.800.000;111.456.211.022
Nov 04, 2018;6.365,47;6.388,63;6.294,57;6.376,13;4.390.020.000;110.689.215.104
Nov 03, 2018;6.387,24;6.400,07;6.342,37;6.361,26;3.658.640.000;110.421.212.888
Nov 02, 2018;6.378,92;6.396,86;6.327,38;6.388,44;4.234.870.000;110.880.236.966
